FIPS,State (FIPS Code),County of current residence,Census Tract,Geographic Identifier,Area Name,Tribal Tract,Renter-Occupied Housing Units,Renter-Occupied Housing Units: More than 10.0 Percent,Renter-Occupied Housing Units: More than 20.0 Percent,Renter-Occupied Housing Units: More than 30.0 Percent,Renter-Occupied Housing Units: More than 40.0 Percent,Renter-Occupied Housing Units: More than 50.0 Percent,Renter-Occupied Housing Units: Not Computed,% Renter-Occupied Housing Units: More than 10.0 Percent,% Renter-Occupied Housing Units: More than 20.0 Percent,% Renter-Occupied Housing Units: More than 30.0 Percent,% Renter-Occupied Housing Units: More than 40.0 Percent,% Renter-Occupied Housing Units: More than 50.0 Percent,% Renter-Occupied Housing Units: Not Computed,Renter-Occupied Housing Units,Renter-Occupied Housing Units: 30 to 49 Percent,Renter-Occupied Housing Units: 50 percent or More,% Renter-Occupied Housing Units: 30 to 49 Percent,% Renter-Occupied Housing Units: 50 percent or More,Population for Whom Poverty Status Is Determined:,Population for Whom Poverty Status Is Determined: Under .50,Population for Whom Poverty Status Is Determined: .50 to .74,Population for Whom Poverty Status Is Determined: .75 to .99,Population for Whom Poverty Status Is Determined: 1.00 to 1.49,Population for Whom Poverty Status Is Determined: 1.50 to 1.99,Population for Whom Poverty Status Is Determined: 2.00 and Over,% Population for Whom Poverty Status Is Determined: Under .50,% Population for Whom Poverty Status Is Determined: .50 to .74,% Population for Whom Poverty Status Is Determined: .75 to .99,% Population for Whom Poverty Status Is Determined: 1.00 to 1.49,% Population for Whom Poverty Status Is Determined: 1.50 to 1.99,% Population for Whom Poverty Status Is Determined: 2.00 and Over,White Alone Population for Whom Poverty Status Is  Determined:,White Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level,White Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level,% White Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level,% White Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level,Black or African American Alone Population for  Whom Poverty Status Is Determined:,Black or African American Alone Population for  Whom Poverty Status Is Determined: Income Below Poverty Level,Black or African American Alone Population for  Whom Poverty Status Is Determined: Income At or Above Poverty Level,% Black or African American Alone Population for  Whom Poverty Status Is Determined: Income Below Poverty Level,% Black or African American Alone Population for  Whom Poverty Status Is Determined: Income At or Above Poverty Level,American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined:,American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined: Income Below Poverty Level,American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level,% American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined: Income Below Poverty Level,% American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level,Asian Alone Population for Whom Poverty Status Is  Determined:,Asian Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level,Asian Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level,% Asian Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level,% Asian Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level,Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined:,Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined: Income Below Poverty Level,Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level,% Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined: Income Below Poverty Level,% Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level,Some Other Race Alone Population for Whom Poverty  Status Is Determined:,Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,% Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,% Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,Two or More Races Population for Whom Poverty  Status Is Determined:,Two or More Races Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,Two or More Races Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,% Two or More Races Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,% Two or More Races Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,Hispanic or Latino Population for Whom Poverty  Status Is Determined:,Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,% Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,% Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level
06037600902,06,037,600902,1400000US06037600902,Census Tract 6009.02,,2040,1982,1569,1277,817,592,0,97.16,76.91,62.6,40.05,29.02,0,2040,685,592,33.58,29.02,6229,142,256,64,467,873,4427,2.28,4.11,1.03,7.5,14.02,71.07,444,0,444,0,100,3394,357,3037,10.52,89.48,0,0,0,,,79,47,32,59.49,40.51,0,0,0,,,1539,10,1529,0.65,99.35,773,48,725,6.21,93.79,1985,204,1781,10.28,89.72
06037600911,06,037,600911,1400000US06037600911,Census Tract 6009.11,,624,606,449,324,230,195,13,97.12,71.96,51.92,36.86,31.25,2.08,624,129,195,20.67,31.25,3535,319,0,125,148,61,2882,9.02,0,3.54,4.19,1.73,81.53,413,0,413,0,100,781,109,672,13.96,86.04,107,0,107,0,100,30,0,30,0,100,0,0,0,,,1186,294,892,24.79,75.21,1018,41,977,4.03,95.97,2225,294,1931,13.21,86.79
06037600912,06,037,600912,1400000US06037600912,Census Tract 6009.12,,620,570,431,323,133,78,10,91.94,69.52,52.1,21.45,12.58,1.61,620,245,78,39.52,12.58,4813,178,140,262,770,474,2989,3.7,2.91,5.44,16,9.85,62.1,1082,49,1033,4.53,95.47,779,202,577,25.93,74.07,60,30,30,50,50,27,0,27,0,100,0,0,0,,,1982,58,1924,2.93,97.07,883,241,642,27.29,72.71,3560,296,3264,8.31,91.69
06037601001,06,037,601001,1400000US06037601001,Census Tract 6010.01,,905,791,662,411,201,138,114,87.4,73.15,45.41,22.21,15.25,12.6,905,273,138,30.17,15.25,2047,243,12,113,199,111,1369,11.87,0.59,5.52,9.72,5.42,66.88,66,4,62,6.06,93.94,1086,274,812,25.23,74.77,0,0,0,,,61,40,21,65.57,34.43,0,0,0,,,294,30,264,10.2,89.8,540,20,520,3.7,96.3,941,175,766,18.6,81.4
06037601002,06,037,601002,1400000US06037601002,Census Tract 6010.02,,1591,1415,1227,756,634,509,176,88.94,77.12,47.52,39.85,31.99,11.06,1591,247,509,15.52,31.99,5022,513,371,101,224,390,3423,10.22,7.39,2.01,4.46,7.77,68.16,401,134,267,33.42,66.58,2489,385,2104,15.47,84.53,24,24,0,100,0,26,0,26,0,100,0,0,0,,,1062,16,1046,1.51,98.49,1020,426,594,41.76,58.24,2000,400,1600,20,80
06037601100,06,037,601100,1400000US06037601100,Census Tract 6011,,1824,1719,1481,1170,694,590,105,94.24,81.2,64.14,38.05,32.35,5.76,1824,580,590,31.8,32.35,7076,540,337,704,1268,570,3657,7.63,4.76,9.95,17.92,8.06,51.68,862,169,693,19.61,80.39,3085,899,2186,29.14,70.86,0,0,0,,,488,238,250,48.77,51.23,133,0,133,0,100,1913,275,1638,14.38,85.62,595,0,595,0,100,3418,733,2685,21.45,78.55
06037601202,06,037,601202,1400000US06037601202,Census Tract 6012.02,,478,354,336,254,158,158,114,74.06,70.29,53.14,33.05,33.05,23.85,478,96,158,20.08,33.05,3845,225,0,72,400,253,2895,5.85,0,1.87,10.4,6.58,75.29,816,118,698,14.46,85.54,45,0,45,0,100,98,0,98,0,100,221,17,204,7.69,92.31,0,0,0,,,2059,162,1897,7.87,92.13,606,0,606,0,100,3307,254,3053,7.68,92.32
06037601211,06,037,601211,1400000US06037601211,Census Tract 6012.11,,832,809,636,536,377,321,12,97.24,76.44,64.42,45.31,38.58,1.44,832,215,321,25.84,38.58,2968,66,33,221,638,347,1663,2.22,1.11,7.45,21.5,11.69,56.03,311,30,281,9.65,90.35,1078,225,853,20.87,79.13,72,0,72,0,100,33,0,33,0,100,5,0,5,0,100,1053,32,1021,3.04,96.96,416,33,383,7.93,92.07,1513,65,1448,4.3,95.7
06037601212,06,037,601212,1400000US06037601212,Census Tract 6012.12,,1484,1417,1176,733,360,342,64,95.49,79.25,49.39,24.26,23.05,4.31,1484,391,342,26.35,23.05,5054,121,67,104,821,528,3413,2.39,1.33,2.06,16.24,10.45,67.53,747,61,686,8.17,91.83,1444,173,1271,11.98,88.02,26,0,26,0,100,116,2,114,1.72,98.28,0,0,0,,,1873,56,1817,2.99,97.01,848,0,848,0,100,3306,56,3250,1.69,98.31
06037601301,06,037,601301,1400000US06037601301,Census Tract 6013.01,,295,271,227,149,142,84,9,91.86,76.95,50.51,48.14,28.47,3.05,295,65,84,22.03,28.47,1888,47,30,0,68,91,1652,2.49,1.59,0,3.6,4.82,87.5,520,50,470,9.62,90.38,737,22,715,2.99,97.01,62,0,62,0,100,61,0,61,0,100,0,0,0,,,231,0,231,0,100,277,5,272,1.81,98.19,648,19,629,2.93,97.07
06037601302,06,037,601302,1400000US06037601302,Census Tract 6013.02,,1879,1807,1389,1003,779,551,17,96.17,73.92,53.38,41.46,29.32,0.9,1879,452,551,24.06,29.32,6513,464,560,64,767,491,4167,7.12,8.6,0.98,11.78,7.54,63.98,1259,44,1215,3.49,96.51,2901,816,2085,28.13,71.87,12,12,0,100,0,307,41,266,13.36,86.64,0,0,0,,,983,162,821,16.48,83.52,1051,13,1038,1.24,98.76,2223,187,2036,8.41,91.59
06037601303,06,037,601303,1400000US06037601303,Census Tract 6013.03,,1921,1751,1639,1272,748,575,142,91.15,85.32,66.22,38.94,29.93,7.39,1921,697,575,36.28,29.93,5465,425,555,137,522,611,3215,7.78,10.16,2.51,9.55,11.18,58.83,578,218,360,37.72,62.28,3655,647,3008,17.7,82.3,26,0,26,0,100,80,0,80,0,100,0,0,0,,,661,252,409,38.12,61.88,465,0,465,0,100,1471,390,1081,26.51,73.49
06037601401,06,037,601401,1400000US06037601401,Census Tract 6014.01,,1381,1311,1094,781,472,290,48,94.93,79.22,56.55,34.18,21,3.48,1381,491,290,35.55,21,6594,889,122,675,637,535,3736,13.48,1.85,10.24,9.66,8.11,56.66,1151,316,835,27.45,72.55,1967,565,1402,28.72,71.28,73,0,73,0,100,234,76,158,32.48,67.52,0,0,0,,,2190,402,1788,18.36,81.64,979,327,652,33.4,66.6,3100,638,2462,20.58,79.42
06037601402,06,037,601402,1400000US06037601402,Census Tract 6014.02,,683,633,510,323,292,245,50,92.68,74.67,47.29,42.75,35.87,7.32,683,78,245,11.42,35.87,4450,213,353,441,128,226,3089,4.79,7.93,9.91,2.88,5.08,69.42,1188,561,627,47.22,52.78,90,44,46,48.89,51.11,90,0,90,0,100,105,0,105,0,100,35,0,35,0,100,1817,219,1598,12.05,87.95,1125,183,942,16.27,83.73,3922,771,3151,19.66,80.34
06037601501,06,037,601501,1400000US06037601501,Census Tract 6015.01,,817,800,588,413,329,305,0,97.92,71.97,50.55,40.27,37.33,0,817,108,305,13.22,37.33,3630,356,352,149,427,451,1895,9.81,9.7,4.1,11.76,12.42,52.2,628,53,575,8.44,91.56,211,0,211,0,100,99,67,32,67.68,32.32,77,0,77,0,100,0,0,0,,,1433,253,1180,17.66,82.34,1182,484,698,40.95,59.05,3179,753,2426,23.69,76.31
06037601502,06,037,601502,1400000US06037601502,Census Tract 6015.02,,570,540,393,262,190,130,30,94.74,68.95,45.96,33.33,22.81,5.26,570,132,130,23.16,22.81,3423,299,86,166,544,115,2213,8.74,2.51,4.85,15.89,3.36,64.65,553,129,424,23.33,76.67,76,21,55,27.63,72.37,43,0,43,0,100,50,7,43,14,86,0,0,0,,,1785,287,1498,16.08,83.92,916,107,809,11.68,88.32,3168,523,2645,16.51,83.49
06037601600,06,037,601600,1400000US06037601600,Census Tract 6016,,924,872,692,547,393,352,20,94.37,74.89,59.2,42.53,38.1,2.16,924,195,352,21.1,38.1,4067,117,20,141,710,729,2350,2.88,0.49,3.47,17.46,17.92,57.78,725,0,725,0,100,63,0,63,0,100,0,0,0,,,99,0,99,0,100,221,0,221,0,100,1675,217,1458,12.96,87.04,1284,61,1223,4.75,95.25,3623,278,3345,7.67,92.33
06037601700,06,037,601700,1400000US06037601700,Census Tract 6017,,1092,952,812,669,603,364,94,87.18,74.36,61.26,55.22,33.33,8.61,1092,305,364,27.93,33.33,5263,666,108,394,1353,744,1998,12.65,2.05,7.49,25.71,14.14,37.96,790,279,511,35.32,64.68,345,57,288,16.52,83.48,189,88,101,46.56,53.44,226,0,226,0,100,95,0,95,0,100,2540,586,1954,23.07,76.93,1078,158,920,14.66,85.34,4447,1008,3439,22.67,77.33
06037601801,06,037,601801,1400000US06037601801,Census Tract 6018.01,,573,573,460,295,242,200,0,100,80.28,51.48,42.23,34.9,0,573,95,200,16.58,34.9,2993,344,39,179,356,360,1715,11.49,1.3,5.98,11.89,12.03,57.3,729,84,645,11.52,88.48,59,0,59,0,100,84,12,72,14.29,85.71,103,0,103,0,100,0,0,0,,,1459,265,1194,18.16,81.84,559,201,358,35.96,64.04,2806,562,2244,20.03,79.97
06037601802,06,037,601802,1400000US06037601802,Census Tract 6018.02,,606,518,358,230,196,100,66,85.48,59.08,37.95,32.34,16.5,10.89,606,130,100,21.45,16.5,3454,77,178,27,210,652,2310,2.23,5.15,0.78,6.08,18.88,66.88,971,27,944,2.78,97.22,0,0,0,,,70,0,70,0,100,144,18,126,12.5,87.5,0,0,0,,,1513,134,1379,8.86,91.14,756,103,653,13.62,86.38,3104,237,2867,7.64,92.36
06037601900,06,037,601900,1400000US06037601900,Census Tract 6019,,900,838,710,521,280,234,62,93.11,78.89,57.89,31.11,26,6.89,900,287,234,31.89,26,4393,664,64,248,433,975,2009,15.11,1.46,5.65,9.86,22.19,45.73,611,229,382,37.48,62.52,1038,150,888,14.45,85.55,62,6,56,9.68,90.32,0,0,0,,,0,0,0,,,1453,354,1099,24.36,75.64,1229,237,992,19.28,80.72,3221,753,2468,23.38,76.62
06037602002,06,037,602002,1400000US06037602002,Census Tract 6020.02,,550,550,446,308,239,194,0,100,81.09,56,43.45,35.27,0,550,114,194,20.73,35.27,3036,157,97,140,319,303,2020,5.17,3.19,4.61,10.51,9.98,66.53,564,159,405,28.19,71.81,371,17,354,4.58,95.42,85,15,70,17.65,82.35,75,10,65,13.33,86.67,0,0,0,,,1291,114,1177,8.83,91.17,650,79,571,12.15,87.85,2382,225,2157,9.45,90.55
06037602003,06,037,602003,1400000US06037602003,Census Tract 6020.03,,755,705,588,436,328,274,19,93.38,77.88,57.75,43.44,36.29,2.52,755,162,274,21.46,36.29,4183,155,281,221,670,66,2790,3.71,6.72,5.28,16.02,1.58,66.7,760,125,635,16.45,83.55,416,26,390,6.25,93.75,9,0,9,0,100,49,0,49,0,100,0,0,0,,,1924,356,1568,18.5,81.5,1025,150,875,14.63,85.37,3647,631,3016,17.3,82.7
06037602103,06,037,602103,1400000US06037602103,Census Tract 6021.03,,1421,1421,1290,1054,803,647,0,100,90.78,74.17,56.51,45.53,0,1421,407,647,28.64,45.53,5288,697,680,513,682,237,2479,13.18,12.86,9.7,12.9,4.48,46.88,1803,673,1130,37.33,62.67,1110,507,603,45.68,54.32,375,340,35,90.67,9.33,166,44,122,26.51,73.49,0,0,0,,,683,320,363,46.85,53.15,1151,6,1145,0.52,99.48,3822,1308,2514,34.22,65.78
06037602104,06,037,602104,1400000US06037602104,Census Tract 6021.04,,1312,1293,1123,809,570,428,10,98.55,85.59,61.66,43.45,32.62,0.76,1312,381,428,29.04,32.62,5646,413,49,268,307,772,3837,7.31,0.87,4.75,5.44,13.67,67.96,939,114,825,12.14,87.86,929,142,787,15.29,84.71,44,0,44,0,100,294,26,268,8.84,91.16,26,0,26,0,100,1569,25,1544,1.59,98.41,1845,423,1422,22.93,77.07,4019,448,3571,11.15,88.85
06037602105,06,037,602105,1400000US06037602105,Census Tract 6021.05,,1268,1229,1044,749,560,469,33,96.92,82.33,59.07,44.16,36.99,2.6,1268,280,469,22.08,36.99,3855,349,203,376,663,220,2044,9.05,5.27,9.75,17.2,5.71,53.02,1152,241,911,20.92,79.08,956,107,849,11.19,88.81,226,79,147,34.96,65.04,120,0,120,0,100,51,51,0,100,0,736,345,391,46.88,53.12,614,105,509,17.1,82.9,2221,534,1687,24.04,75.96
06037602106,06,037,602106,1400000US06037602106,Census Tract 6021.06,,1943,1844,1564,964,562,448,56,94.9,80.49,49.61,28.92,23.06,2.88,1943,516,448,26.56,23.06,6171,360,347,108,324,738,4294,5.83,5.62,1.75,5.25,11.96,69.58,1723,209,1514,12.13,87.87,1162,141,1021,12.13,87.87,49,49,0,100,0,667,42,625,6.3,93.7,0,0,0,,,822,0,822,0,100,1748,374,1374,21.4,78.6,3671,668,3003,18.2,81.8
06037602201,06,037,602201,1400000US06037602201,Census Tract 6022.01,,668,655,573,329,224,164,0,98.05,85.78,49.25,33.53,24.55,0,668,165,164,24.7,24.55,4489,246,0,103,21,164,3955,5.48,0,2.29,0.47,3.65,88.1,1833,189,1644,10.31,89.69,312,0,312,0,100,26,0,26,0,100,928,68,860,7.33,92.67,0,0,0,,,384,76,308,19.79,80.21,1006,16,990,1.59,98.41,1920,116,1804,6.04,93.96
06037602202,06,037,602202,1400000US06037602202,Census Tract 6022.02,,722,689,554,352,124,107,0,95.43,76.73,48.75,17.17,14.82,0,722,245,107,33.93,14.82,2866,128,15,0,326,337,2060,4.47,0.52,0,11.37,11.76,71.88,944,24,920,2.54,97.46,291,6,285,2.06,97.94,0,0,0,,,319,15,304,4.7,95.3,0,0,0,,,243,12,231,4.94,95.06,1069,86,983,8.04,91.96,1673,37,1636,2.21,97.79
06037602301,06,037,602301,1400000US06037602301,Census Tract 6023.01,,499,466,410,309,166,140,16,93.39,82.16,61.92,33.27,28.06,3.21,499,169,140,33.87,28.06,6878,165,260,184,580,238,5451,2.4,3.78,2.68,8.43,3.46,79.25,3176,189,2987,5.95,94.05,313,0,313,0,100,164,0,164,0,100,735,24,711,3.27,96.73,0,0,0,,,738,157,581,21.27,78.73,1752,239,1513,13.64,86.36,3498,529,2969,15.12,84.88
06037602302,06,037,602302,1400000US06037602302,Census Tract 6023.02,,247,235,169,80,48,48,0,95.14,68.42,32.39,19.43,19.43,0,247,32,48,12.96,19.43,4796,111,39,158,56,25,4407,2.31,0.81,3.29,1.17,0.52,91.89,2877,188,2689,6.53,93.47,17,0,17,0,100,14,0,14,0,100,1011,106,905,10.48,89.52,29,0,29,0,100,178,7,171,3.93,96.07,670,7,663,1.04,98.96,814,41,773,5.04,94.96
06037602402,06,037,602402,1400000US06037602402,Census Tract 6024.02,,1129,1069,731,449,272,162,29,94.69,64.75,39.77,24.09,14.35,2.57,1129,287,162,25.42,14.35,7136,135,131,26,195,397,6252,1.89,1.84,0.36,2.73,5.56,87.61,1921,82,1839,4.27,95.73,458,3,455,0.66,99.34,30,6,24,20,80,572,58,514,10.14,89.86,0,0,0,,,1805,68,1737,3.77,96.23,2350,75,2275,3.19,96.81,5042,128,4914,2.54,97.46
06037602403,06,037,602403,1400000US06037602403,Census Tract 6024.03,,1237,1197,948,714,512,373,5,96.77,76.64,57.72,41.39,30.15,0.4,1237,341,373,27.57,30.15,4266,366,127,134,294,450,2895,8.58,2.98,3.14,6.89,10.55,67.86,1251,161,1090,12.87,87.13,585,83,502,14.19,85.81,0,0,0,,,124,28,96,22.58,77.42,16,0,16,0,100,658,0,658,0,100,1632,355,1277,21.75,78.25,2982,454,2528,15.22,84.78
06037602404,06,037,602404,1400000US06037602404,Census Tract 6024.04,,1415,1367,1155,794,548,422,22,96.61,81.63,56.11,38.73,29.82,1.55,1415,372,422,26.29,29.82,5867,706,321,397,577,578,3288,12.03,5.47,6.77,9.83,9.85,56.04,1751,881,870,50.31,49.69,1366,101,1265,7.39,92.61,35,0,35,0,100,290,29,261,10,90,23,0,23,0,100,1316,271,1045,20.59,79.41,1086,142,944,13.08,86.92,3865,1270,2595,32.86,67.14
06037602504,06,037,602504,1400000US06037602504,Census Tract 6025.04,,1660,1631,1262,958,693,488,8,98.25,76.02,57.71,41.75,29.4,0.48,1660,470,488,28.31,29.4,4849,573,366,266,654,415,2575,11.82,7.55,5.49,13.49,8.56,53.1,918,526,392,57.3,42.7,1284,110,1174,8.57,91.43,50,0,50,0,100,388,97,291,25,75,0,0,0,,,1767,322,1445,18.22,81.78,442,150,292,33.94,66.06,2802,998,1804,35.62,64.38
06037602505,06,037,602505,1400000US06037602505,Census Tract 6025.05,,1530,1478,1217,793,562,418,39,96.6,79.54,51.83,36.73,27.32,2.55,1530,375,418,24.51,27.32,4589,359,367,385,805,359,2314,7.82,8,8.39,17.54,7.82,50.42,773,113,660,14.62,85.38,1120,126,994,11.25,88.75,138,138,0,100,0,157,42,115,26.75,73.25,26,0,26,0,100,1759,536,1223,30.47,69.53,616,156,460,25.32,74.68,2918,852,2066,29.2,70.8
06037602506,06,037,602506,1400000US06037602506,Census Tract 6025.06,,1562,1426,1143,742,629,585,56,91.29,73.18,47.5,40.27,37.45,3.59,1562,157,585,10.05,37.45,4012,489,381,229,318,220,2375,12.19,9.5,5.71,7.93,5.48,59.2,506,243,263,48.02,51.98,1529,292,1237,19.1,80.9,95,0,95,0,100,85,0,85,0,100,0,0,0,,,1106,225,881,20.34,79.66,691,339,352,49.06,50.94,1957,806,1151,41.19,58.81
06037602507,06,037,602507,1400000US06037602507,Census Tract 6025.07,,1712,1605,1391,1027,757,499,98,93.75,81.25,59.99,44.22,29.15,5.72,1712,528,499,30.84,29.15,4561,141,132,143,904,888,2353,3.09,2.89,3.14,19.82,19.47,51.59,334,70,264,20.96,79.04,2319,213,2106,9.18,90.82,53,0,53,0,100,221,49,172,22.17,77.83,0,0,0,,,1270,17,1253,1.34,98.66,364,67,297,18.41,81.59,1837,76,1761,4.14,95.86
06037602510,06,037,602510,1400000US06037602510,Census Tract 6025.10,,1099,1060,904,678,467,371,15,96.45,82.26,61.69,42.49,33.76,1.36,1099,307,371,27.93,33.76,4004,550,79,75,833,462,2005,13.74,1.97,1.87,20.8,11.54,50.07,597,15,582,2.51,97.49,1169,563,606,48.16,51.84,157,31,126,19.75,80.25,137,0,137,0,100,0,0,0,,,1390,95,1295,6.83,93.17,554,0,554,0,100,2287,95,2192,4.15,95.85
06037602511,06,037,602511,1400000US06037602511,Census Tract 6025.11,,1396,1315,1223,1034,610,503,52,94.2,87.61,74.07,43.7,36.03,3.72,1396,531,503,38.04,36.03,4229,448,259,120,1509,296,1597,10.59,6.12,2.84,35.68,7,37.76,453,154,299,34,66,2373,205,2168,8.64,91.36,160,95,65,59.38,40.62,40,0,40,0,100,0,0,0,,,784,290,494,36.99,63.01,419,83,336,19.81,80.19,1699,504,1195,29.66,70.34
06037602512,06,037,602512,1400000US06037602512,Census Tract 6025.12,,294,294,272,143,63,54,0,100,92.52,48.64,21.43,18.37,0,294,89,54,30.27,18.37,1889,152,112,86,128,187,1224,8.05,5.93,4.55,6.78,9.9,64.8,222,52,170,23.42,76.58,93,8,85,8.6,91.4,156,9,147,5.77,94.23,421,91,330,21.62,78.38,114,0,114,0,100,515,93,422,18.06,81.94,368,97,271,26.36,73.64,949,236,713,24.87,75.13
06037602513,06,037,602513,1400000US06037602513,Census Tract 6025.13,,449,414,311,270,226,134,0,92.2,69.27,60.13,50.33,29.84,0,449,136,134,30.29,29.84,1391,291,106,6,5,88,895,20.92,7.62,0.43,0.36,6.33,64.34,183,78,105,42.62,57.38,772,225,547,29.15,70.85,12,0,12,0,100,11,6,5,54.55,45.45,0,0,0,,,361,91,270,25.21,74.79,52,3,49,5.77,94.23,591,154,437,26.06,73.94
06037602601,06,037,602601,1400000US06037602601,Census Tract 6026.01,,606,563,495,438,290,220,8,92.9,81.68,72.28,47.85,36.3,1.32,606,218,220,35.97,36.3,4982,195,99,41,108,520,4019,3.91,1.99,0.82,2.17,10.44,80.67,337,37,300,10.98,89.02,2972,250,2722,8.41,91.59,67,0,67,0,100,221,38,183,17.19,82.81,0,0,0,,,713,0,713,0,100,672,10,662,1.49,98.51,1415,7,1408,0.49,99.51
06037602602,06,037,602602,1400000US06037602602,Census Tract 6026.02,,513,460,448,347,283,256,53,89.67,87.33,67.64,55.17,49.9,10.33,513,91,256,17.74,49.9,2521,77,140,69,142,268,1825,3.05,5.55,2.74,5.63,10.63,72.39,478,35,443,7.32,92.68,1408,147,1261,10.44,89.56,10,10,0,100,0,158,22,136,13.92,86.08,0,0,0,,,256,30,226,11.72,88.28,211,42,169,19.91,80.09,724,28,696,3.87,96.13
06037602700,06,037,602700,1400000US06037602700,Census Tract 6027,,236,200,156,80,74,37,36,84.75,66.1,33.9,31.36,15.68,15.25,236,43,37,18.22,15.68,3540,169,38,61,48,128,3096,4.77,1.07,1.72,1.36,3.62,87.46,292,40,252,13.7,86.3,2339,136,2203,5.81,94.19,0,0,0,,,216,7,209,3.24,96.76,0,0,0,,,233,38,195,16.31,83.69,460,47,413,10.22,89.78,634,72,562,11.36,88.64
06037602801,06,037,602801,1400000US06037602801,Census Tract 6028.01,,995,896,848,664,421,365,45,90.05,85.23,66.73,42.31,36.68,4.52,995,299,365,30.05,36.68,4112,136,386,261,664,961,1704,3.31,9.39,6.35,16.15,23.37,41.44,730,127,603,17.4,82.6,1544,462,1082,29.92,70.08,259,0,259,0,100,2,2,0,100,0,12,0,12,0,100,472,12,460,2.54,97.46,1093,180,913,16.47,83.53,2401,301,2100,12.54,87.46
06037602802,06,037,602802,1400000US06037602802,Census Tract 6028.02,,150,150,150,81,56,56,0,100,100,54,37.33,37.33,0,150,25,56,16.67,37.33,4436,98,38,46,149,241,3864,2.21,0.86,1.04,3.36,5.43,87.11,242,7,235,2.89,97.11,2839,85,2754,2.99,97.01,30,0,30,0,100,103,7,96,6.8,93.2,30,0,30,0,100,572,73,499,12.76,87.24,620,10,610,1.61,98.39,1286,83,1203,6.45,93.55
06037602900,06,037,602900,1400000US06037602900,Census Tract 6029,,598,426,308,105,73,73,33,71.24,51.51,17.56,12.21,12.21,5.52,598,32,73,5.35,12.21,4221,240,290,20,210,235,3226,5.69,6.87,0.47,4.98,5.57,76.43,428,14,414,3.27,96.73,577,76,501,13.17,86.83,309,0,309,0,100,371,79,292,21.29,78.71,0,0,0,,,1401,128,1273,9.14,90.86,1135,253,882,22.29,77.71,3125,388,2737,12.42,87.58
06037603004,06,037,603004,1400000US06037603004,Census Tract 6030.04,,527,514,380,311,238,157,7,97.53,72.11,59.01,45.16,29.79,1.33,527,154,157,29.22,29.79,1695,57,10,16,158,85,1369,3.36,0.59,0.94,9.32,5.01,80.77,131,0,131,0,100,471,16,455,3.4,96.6,27,0,27,0,100,459,37,422,8.06,91.94,0,0,0,,,517,30,487,5.8,94.2,90,0,90,0,100,710,37,673,5.21,94.79
06037603005,06,037,603005,1400000US06037603005,Census Tract 6030.05,,1379,1272,1051,866,713,418,22,92.24,76.21,62.8,51.7,30.31,1.6,1379,448,418,32.49,30.31,6465,303,125,292,413,821,4511,4.69,1.93,4.52,6.39,12.7,69.78,724,121,603,16.71,83.29,1146,318,828,27.75,72.25,33,0,33,0,100,983,131,852,13.33,86.67,0,0,0,,,1645,89,1556,5.41,94.59,1934,61,1873,3.15,96.85,3366,247,3119,7.34,92.66
