FIPS,State (FIPS Code),County of current residence,Census Tract,Geographic Identifier,Area Name,Tribal Tract,Renter-Occupied Housing Units,Renter-Occupied Housing Units: More than 10.0 Percent,Renter-Occupied Housing Units: More than 20.0 Percent,Renter-Occupied Housing Units: More than 30.0 Percent,Renter-Occupied Housing Units: More than 40.0 Percent,Renter-Occupied Housing Units: More than 50.0 Percent,Renter-Occupied Housing Units: Not Computed,% Renter-Occupied Housing Units: More than 10.0 Percent,% Renter-Occupied Housing Units: More than 20.0 Percent,% Renter-Occupied Housing Units: More than 30.0 Percent,% Renter-Occupied Housing Units: More than 40.0 Percent,% Renter-Occupied Housing Units: More than 50.0 Percent,% Renter-Occupied Housing Units: Not Computed,Renter-Occupied Housing Units,Renter-Occupied Housing Units: 30 to 49 Percent,Renter-Occupied Housing Units: 50 percent or More,% Renter-Occupied Housing Units: 30 to 49 Percent,% Renter-Occupied Housing Units: 50 percent or More,Population for Whom Poverty Status Is Determined:,Population for Whom Poverty Status Is Determined: Under .50,Population for Whom Poverty Status Is Determined: .50 to .74,Population for Whom Poverty Status Is Determined: .75 to .99,Population for Whom Poverty Status Is Determined: 1.00 to 1.49,Population for Whom Poverty Status Is Determined: 1.50 to 1.99,Population for Whom Poverty Status Is Determined: 2.00 and Over,% Population for Whom Poverty Status Is Determined: Under .50,% Population for Whom Poverty Status Is Determined: .50 to .74,% Population for Whom Poverty Status Is Determined: .75 to .99,% Population for Whom Poverty Status Is Determined: 1.00 to 1.49,% Population for Whom Poverty Status Is Determined: 1.50 to 1.99,% Population for Whom Poverty Status Is Determined: 2.00 and Over,White Alone Population for Whom Poverty Status Is  Determined:,White Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level,White Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level,% White Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level,% White Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level,Black or African American Alone Population for  Whom Poverty Status Is Determined:,Black or African American Alone Population for  Whom Poverty Status Is Determined: Income Below Poverty Level,Black or African American Alone Population for  Whom Poverty Status Is Determined: Income At or Above Poverty Level,% Black or African American Alone Population for  Whom Poverty Status Is Determined: Income Below Poverty Level,% Black or African American Alone Population for  Whom Poverty Status Is Determined: Income At or Above Poverty Level,American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined:,American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined: Income Below Poverty Level,American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level,% American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined: Income Below Poverty Level,% American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level,Asian Alone Population for Whom Poverty Status Is  Determined:,Asian Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level,Asian Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level,% Asian Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level,% Asian Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level,Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined:,Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined: Income Below Poverty Level,Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level,% Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined: Income Below Poverty Level,% Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level,Some Other Race Alone Population for Whom Poverty  Status Is Determined:,Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,% Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,% Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,Two or More Races Population for Whom Poverty  Status Is Determined:,Two or More Races Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,Two or More Races Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,% Two or More Races Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,% Two or More Races Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,Hispanic or Latino Population for Whom Poverty  Status Is Determined:,Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,% Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,% Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level
06037603006,06,037,603006,1400000US06037603006,Census Tract 6030.06,,473,414,330,167,127,97,24,87.53,69.77,35.31,26.85,20.51,5.07,473,70,97,14.8,20.51,1970,50,2,103,287,240,1288,2.54,0.1,5.23,14.57,12.18,65.38,265,0,265,0,100,124,39,85,31.45,68.55,32,0,32,0,100,982,54,928,5.5,94.5,0,0,0,,,341,0,341,0,100,226,62,164,27.43,72.57,696,0,696,0,100
06037603007,06,037,603007,1400000US06037603007,Census Tract 6030.07,,705,629,552,502,265,181,76,89.22,78.3,71.21,37.59,25.67,10.78,705,321,181,45.53,25.67,3471,394,86,63,120,199,2609,11.35,2.48,1.82,3.46,5.73,75.17,268,0,268,0,100,1078,222,856,20.59,79.41,0,0,0,,,669,44,625,6.58,93.42,0,0,0,,,623,109,514,17.5,82.5,833,168,665,20.17,79.83,1071,277,794,25.86,74.14
06037603008,06,037,603008,1400000US06037603008,Census Tract 6030.08,,704,692,610,199,171,126,12,98.3,86.65,28.27,24.29,17.9,1.7,704,73,126,10.37,17.9,3679,150,180,64,853,1018,1414,4.08,4.89,1.74,23.19,27.67,38.43,158,28,130,17.72,82.28,779,114,665,14.63,85.37,188,25,163,13.3,86.7,388,30,358,7.73,92.27,0,0,0,,,1537,169,1368,11,89,629,28,601,4.45,95.55,2415,222,2193,9.19,90.81
06037603101,06,037,603101,1400000US06037603101,Census Tract 6031.01,,1090,1073,941,634,542,449,17,98.44,86.33,58.17,49.72,41.19,1.56,1090,185,449,16.97,41.19,4857,319,177,391,103,425,3442,6.57,3.64,8.05,2.12,8.75,70.87,1086,151,935,13.9,86.1,407,19,388,4.67,95.33,120,0,120,0,100,1450,313,1137,21.59,78.41,0,0,0,,,986,229,757,23.23,76.77,808,175,633,21.66,78.34,2105,425,1680,20.19,79.81
06037603102,06,037,603102,1400000US06037603102,Census Tract 6031.02,,866,839,669,565,348,201,18,96.88,77.25,65.24,40.18,23.21,2.08,866,364,201,42.03,23.21,3297,130,75,67,379,317,2329,3.94,2.27,2.03,11.5,9.61,70.64,519,71,448,13.68,86.32,398,47,351,11.81,88.19,14,0,14,0,100,1223,111,1112,9.08,90.92,0,0,0,,,926,14,912,1.51,98.49,217,29,188,13.36,86.64,1400,89,1311,6.36,93.64
06037603200,06,037,603200,1400000US06037603200,Census Tract 6032,,453,414,278,215,140,43,28,91.39,61.37,47.46,30.91,9.49,6.18,453,172,43,37.97,9.49,3332,48,143,28,152,222,2739,1.44,4.29,0.84,4.56,6.66,82.2,551,47,504,8.53,91.47,281,0,281,0,100,17,0,17,0,100,1315,172,1143,13.08,86.92,0,0,0,,,779,0,779,0,100,389,0,389,0,100,1059,23,1036,2.17,97.83
06037603301,06,037,603301,1400000US06037603301,Census Tract 6033.01,,945,875,663,444,367,281,50,92.59,70.16,46.98,38.84,29.74,5.29,945,163,281,17.25,29.74,3259,244,102,102,146,283,2382,7.49,3.13,3.13,4.48,8.68,73.09,287,85,202,29.62,70.38,9,0,9,0,100,84,9,75,10.71,89.29,1745,248,1497,14.21,85.79,0,0,0,,,587,42,545,7.16,92.84,547,64,483,11.7,88.3,1197,77,1120,6.43,93.57
06037603302,06,037,603302,1400000US06037603302,Census Tract 6033.02,,658,552,441,263,157,93,42,83.89,67.02,39.97,23.86,14.13,6.38,658,170,93,25.84,14.13,4246,119,129,93,444,277,3184,2.8,3.04,2.19,10.46,6.52,74.99,320,61,259,19.06,80.94,231,0,231,0,100,0,0,0,,,1946,156,1790,8.02,91.98,0,0,0,,,1207,76,1131,6.3,93.7,542,48,494,8.86,91.14,1777,147,1630,8.27,91.73
06037603400,06,037,603400,1400000US06037603400,Census Tract 6034,,582,564,478,258,193,147,18,96.91,82.13,44.33,33.16,25.26,3.09,582,111,147,19.07,25.26,3846,249,21,122,259,323,2872,6.47,0.55,3.17,6.73,8.4,74.67,828,156,672,18.84,81.16,512,46,466,8.98,91.02,99,7,92,7.07,92.93,1062,87,975,8.19,91.81,20,0,20,0,100,695,86,609,12.37,87.63,630,10,620,1.59,98.41,1611,241,1370,14.96,85.04
06037603500,06,037,603500,1400000US06037603500,Census Tract 6035,,293,266,209,152,124,105,17,90.78,71.33,51.88,42.32,35.84,5.8,293,47,105,16.04,35.84,2924,220,58,48,164,403,2031,7.52,1.98,1.64,5.61,13.78,69.46,470,49,421,10.43,89.57,522,79,443,15.13,84.87,10,0,10,0,100,601,144,457,23.96,76.04,30,0,30,0,100,535,11,524,2.06,97.94,756,43,713,5.69,94.31,1493,62,1431,4.15,95.85
06037603600,06,037,603600,1400000US06037603600,Census Tract 6036,,291,278,241,174,80,33,13,95.53,82.82,59.79,27.49,11.34,4.47,291,141,33,48.45,11.34,4171,389,102,68,90,289,3233,9.33,2.45,1.63,2.16,6.93,77.51,1368,260,1108,19.01,80.99,190,22,168,11.58,88.42,63,0,63,0,100,1191,160,1031,13.43,86.57,0,0,0,,,891,83,808,9.32,90.68,468,34,434,7.26,92.74,1798,200,1598,11.12,88.88
06037603702,06,037,603702,1400000US06037603702,Census Tract 6037.02,,205,151,125,68,31,31,54,73.66,60.98,33.17,15.12,15.12,26.34,205,37,31,18.05,15.12,4712,164,0,159,263,252,3874,3.48,0,3.37,5.58,5.35,82.22,2116,151,1965,7.14,92.86,11,0,11,0,100,58,0,58,0,100,1163,141,1022,12.12,87.88,0,0,0,,,712,16,696,2.25,97.75,652,15,637,2.3,97.7,1460,152,1308,10.41,89.59
06037603703,06,037,603703,1400000US06037603703,Census Tract 6037.03,,63,57,36,7,6,0,6,90.48,57.14,11.11,9.52,0,9.52,63,7,0,11.11,0,2576,59,0,14,60,145,2298,2.29,0,0.54,2.33,5.63,89.21,941,2,939,0.21,99.79,212,2,210,0.94,99.06,0,0,0,,,505,62,443,12.28,87.72,157,0,157,0,100,357,0,357,0,100,404,7,397,1.73,98.27,1174,2,1172,0.17,99.83
06037603705,06,037,603705,1400000US06037603705,Census Tract 6037.05,,594,561,515,398,202,160,0,94.44,86.7,67,34.01,26.94,0,594,238,160,40.07,26.94,2637,69,0,127,102,332,2007,2.62,0,4.82,3.87,12.59,76.11,227,0,227,0,100,1357,69,1288,5.08,94.92,0,0,0,,,26,0,26,0,100,0,0,0,,,645,0,645,0,100,382,127,255,33.25,66.75,1077,127,950,11.79,88.21
06037603706,06,037,603706,1400000US06037603706,Census Tract 6037.06,,1000,1000,859,623,199,103,0,100,85.9,62.3,19.9,10.3,0,1000,520,103,52,10.3,3550,80,218,207,529,440,2076,2.25,6.14,5.83,14.9,12.39,58.48,372,15,357,4.03,95.97,225,4,221,1.78,98.22,467,0,467,0,100,159,37,122,23.27,76.73,0,0,0,,,1452,377,1075,25.96,74.04,875,72,803,8.23,91.77,3030,449,2581,14.82,85.18
06037603801,06,037,603801,1400000US06037603801,Census Tract 6038.01,,990,965,791,670,462,365,25,97.47,79.9,67.68,46.67,36.87,2.53,990,305,365,30.81,36.87,4874,446,117,343,484,228,3256,9.15,2.4,7.04,9.93,4.68,66.8,1539,232,1307,15.07,84.93,546,231,315,42.31,57.69,96,0,96,0,100,783,124,659,15.84,84.16,0,0,0,,,707,99,608,14,86,1203,220,983,18.29,81.71,2987,541,2446,18.11,81.89
06037603802,06,037,603802,1400000US06037603802,Census Tract 6038.02,,634,624,445,306,260,169,10,98.42,70.19,48.26,41.01,26.66,1.58,634,137,169,21.61,26.66,4008,304,33,103,411,458,2699,7.58,0.82,2.57,10.25,11.43,67.34,1094,205,889,18.74,81.26,565,76,489,13.45,86.55,46,13,33,28.26,71.74,557,27,530,4.85,95.15,0,0,0,,,834,119,715,14.27,85.73,912,0,912,0,100,2274,179,2095,7.87,92.13
06037603901,06,037,603901,1400000US06037603901,Census Tract 6039.01,,636,580,314,205,133,72,36,91.19,49.37,32.23,20.91,11.32,5.66,636,133,72,20.91,11.32,3805,115,15,58,291,116,3210,3.02,0.39,1.52,7.65,3.05,84.36,1192,43,1149,3.61,96.39,291,0,291,0,100,0,0,0,,,312,43,269,13.78,86.22,0,0,0,,,782,102,680,13.04,86.96,1228,0,1228,0,100,2495,145,2350,5.81,94.19
06037603902,06,037,603902,1400000US06037603902,Census Tract 6039.02,,647,637,511,383,294,212,0,98.45,78.98,59.2,45.44,32.77,0,647,171,212,26.43,32.77,3483,106,45,103,706,196,2327,3.04,1.29,2.96,20.27,5.63,66.81,1230,36,1194,2.93,97.07,0,0,0,,,0,0,0,,,320,27,293,8.44,91.56,0,0,0,,,1119,23,1096,2.06,97.94,814,168,646,20.64,79.36,2613,197,2416,7.54,92.46
06037604001,06,037,604001,1400000US06037604001,Census Tract 6040.01,,820,738,520,376,184,175,82,90,63.41,45.85,22.44,21.34,10,820,201,175,24.51,21.34,4512,244,41,156,1279,272,2520,5.41,0.91,3.46,28.35,6.03,55.85,1121,97,1024,8.65,91.35,147,12,135,8.16,91.84,206,0,206,0,100,163,17,146,10.43,89.57,10,0,10,0,100,1046,230,816,21.99,78.01,1819,85,1734,4.67,95.33,3342,334,3008,9.99,90.01
06037604002,06,037,604002,1400000US06037604002,Census Tract 6040.02,,1083,1047,938,717,498,405,25,96.68,86.61,66.2,45.98,37.4,2.31,1083,312,405,28.81,37.4,3783,171,61,397,426,399,2329,4.52,1.61,10.49,11.26,10.55,61.56,1240,76,1164,6.13,93.87,240,94,146,39.17,60.83,5,5,0,100,0,403,15,388,3.72,96.28,21,21,0,100,0,848,253,595,29.83,70.17,1026,165,861,16.08,83.92,2057,442,1615,21.49,78.51
06037604101,06,037,604101,1400000US06037604101,Census Tract 6041.01,,808,781,669,526,285,191,0,96.66,82.8,65.1,35.27,23.64,0,808,335,191,41.46,23.64,3853,125,263,25,610,321,2509,3.24,6.83,0.65,15.83,8.33,65.12,1127,306,821,27.15,72.85,66,2,64,3.03,96.97,341,0,341,0,100,182,0,182,0,100,0,0,0,,,939,22,917,2.34,97.66,1198,83,1115,6.93,93.07,3057,341,2716,11.15,88.85
06037604102,06,037,604102,1400000US06037604102,Census Tract 6041.02,,530,496,302,185,175,129,34,93.58,56.98,34.91,33.02,24.34,6.42,530,56,129,10.57,24.34,2629,165,235,130,224,260,1615,6.28,8.94,4.94,8.52,9.89,61.43,1111,221,890,19.89,80.11,77,4,73,5.19,94.81,0,0,0,,,244,3,241,1.23,98.77,0,0,0,,,489,191,298,39.06,60.94,708,111,597,15.68,84.32,2017,454,1563,22.51,77.49
06037604200,06,037,604200,1400000US06037604200,Census Tract 6042,,838,814,732,498,209,113,0,97.14,87.35,59.43,24.94,13.48,0,838,385,113,45.94,13.48,5825,235,75,424,587,561,3943,4.03,1.29,7.28,10.08,9.63,67.69,1681,81,1600,4.82,95.18,1080,297,783,27.5,72.5,40,20,20,50,50,34,0,34,0,100,11,0,11,0,100,2051,284,1767,13.85,86.15,928,52,876,5.6,94.4,3956,364,3592,9.2,90.8
06037609900,06,037,609900,1400000US06037609900,Census Tract 6099,,299,279,233,147,106,72,12,93.31,77.93,49.16,35.45,24.08,4.01,299,75,72,25.08,24.08,1494,138,15,139,66,119,1017,9.24,1,9.3,4.42,7.97,68.07,706,145,561,20.54,79.46,76,0,76,0,100,42,0,42,0,100,137,0,137,0,100,0,0,0,,,245,135,110,55.1,44.9,288,12,276,4.17,95.83,867,182,685,20.99,79.01
06037620001,06,037,620001,1400000US06037620001,Census Tract 6200.01,,840,810,543,362,171,85,0,96.43,64.64,43.1,20.36,10.12,0,840,277,85,32.98,10.12,4204,68,0,0,52,178,3906,1.62,0,0,1.24,4.23,92.91,2451,32,2419,1.31,98.69,164,0,164,0,100,0,0,0,,,453,22,431,4.86,95.14,0,0,0,,,107,0,107,0,100,1029,14,1015,1.36,98.64,1011,0,1011,0,100
06037620002,06,037,620002,1400000US06037620002,Census Tract 6200.02,,936,880,702,462,349,190,17,94.02,75,49.36,37.29,20.3,1.82,936,272,190,29.06,20.3,3368,184,30,77,73,158,2846,5.46,0.89,2.29,2.17,4.69,84.5,2136,91,2045,4.26,95.74,124,46,78,37.1,62.9,0,0,0,,,509,7,502,1.38,98.62,0,0,0,,,126,84,42,66.67,33.33,473,63,410,13.32,86.68,552,93,459,16.85,83.15
06037620101,06,037,620101,1400000US06037620101,Census Tract 6201.01,,903,838,673,310,122,101,0,92.8,74.53,34.33,13.51,11.18,0,903,209,101,23.15,11.18,5411,115,14,37,115,237,4893,2.13,0.26,0.68,2.13,4.38,90.43,3274,111,3163,3.39,96.61,125,19,106,15.2,84.8,0,0,0,,,636,22,614,3.46,96.54,0,0,0,,,209,14,195,6.7,93.3,1167,0,1167,0,100,1227,14,1213,1.14,98.86
06037620102,06,037,620102,1400000US06037620102,Census Tract 6201.02,,1413,1270,730,316,225,139,71,89.88,51.66,22.36,15.92,9.84,5.02,1413,177,139,12.53,9.84,3835,137,45,27,78,49,3499,3.57,1.17,0.7,2.03,1.28,91.24,2719,114,2605,4.19,95.81,32,12,20,37.5,62.5,28,3,25,10.71,89.29,349,26,323,7.45,92.55,0,0,0,,,77,2,75,2.6,97.4,630,52,578,8.25,91.75,701,34,667,4.85,95.15
06037620201,06,037,620201,1400000US06037620201,Census Tract 6202.01,,631,517,369,187,121,60,28,81.93,58.48,29.64,19.18,9.51,4.44,631,127,60,20.13,9.51,1546,66,4,35,34,0,1407,4.27,0.26,2.26,2.2,0,91.01,1235,90,1145,7.29,92.71,13,0,13,0,100,11,11,0,100,0,88,4,84,4.55,95.45,0,0,0,,,35,0,35,0,100,164,0,164,0,100,81,0,81,0,100
06037620301,06,037,620301,1400000US06037620301,Census Tract 6203.01,,293,261,215,187,187,144,0,89.08,73.38,63.82,63.82,49.15,0,293,43,144,14.68,49.15,4223,87,30,0,18,56,4032,2.06,0.71,0,0.43,1.33,95.48,3401,101,3300,2.97,97.03,34,16,18,47.06,52.94,0,0,0,,,385,0,385,0,100,0,0,0,,,93,0,93,0,100,310,0,310,0,100,486,0,486,0,100
06037620303,06,037,620303,1400000US06037620303,Census Tract 6203.03,,613,461,399,252,200,193,76,75.2,65.09,41.11,32.63,31.48,12.4,613,59,193,9.62,31.48,4645,98,39,121,34,29,4324,2.11,0.84,2.6,0.73,0.62,93.09,3471,250,3221,7.2,92.8,11,0,11,0,100,0,0,0,,,682,0,682,0,100,0,0,0,,,19,1,18,5.26,94.74,462,7,455,1.52,98.48,299,8,291,2.68,97.32
06037620305,06,037,620305,1400000US06037620305,Census Tract 6203.05,,1033,992,742,365,350,246,16,96.03,71.83,35.33,33.88,23.81,1.55,1033,119,246,11.52,23.81,6013,87,18,13,74,41,5780,1.45,0.3,0.22,1.23,0.68,96.13,5056,71,4985,1.4,98.6,0,0,0,,,9,0,9,0,100,472,47,425,9.96,90.04,15,0,15,0,100,81,0,81,0,100,380,0,380,0,100,269,0,269,0,100
06037620400,06,037,620400,1400000US06037620400,Census Tract 6204,,625,625,376,243,132,132,0,100,60.16,38.88,21.12,21.12,0,625,111,132,17.76,21.12,5204,96,0,0,71,193,4844,1.84,0,0,1.36,3.71,93.08,2991,57,2934,1.91,98.09,56,22,34,39.29,60.71,14,0,14,0,100,1389,0,1389,0,100,0,0,0,,,40,17,23,42.5,57.5,714,0,714,0,100,460,17,443,3.7,96.3
06037620501,06,037,620501,1400000US06037620501,Census Tract 6205.01,,801,784,624,416,229,159,0,97.88,77.9,51.94,28.59,19.85,0,801,257,159,32.08,19.85,5808,71,94,155,35,225,5228,1.22,1.62,2.67,0.6,3.87,90.01,2787,236,2551,8.47,91.53,398,0,398,0,100,0,0,0,,,1164,1,1163,0.09,99.91,0,0,0,,,324,0,324,0,100,1135,83,1052,7.31,92.69,961,0,961,0,100
06037620521,06,037,620521,1400000US06037620521,Census Tract 6205.21,,955,891,727,433,303,255,15,93.3,76.13,45.34,31.73,26.7,1.57,955,178,255,18.64,26.7,4586,79,47,74,298,252,3836,1.72,1.02,1.61,6.5,5.49,83.65,2636,79,2557,3,97,56,0,56,0,100,39,0,39,0,100,954,16,938,1.68,98.32,0,0,0,,,248,38,210,15.32,84.68,653,67,586,10.26,89.74,1028,91,937,8.85,91.15
06037620522,06,037,620522,1400000US06037620522,Census Tract 6205.22,,752,727,464,307,190,163,13,96.68,61.7,40.82,25.27,21.68,1.73,752,144,163,19.15,21.68,4577,109,32,58,109,116,4153,2.38,0.7,1.27,2.38,2.53,90.74,2463,113,2350,4.59,95.41,42,0,42,0,100,6,0,6,0,100,813,51,762,6.27,93.73,0,0,0,,,379,8,371,2.11,97.89,874,27,847,3.09,96.91,851,16,835,1.88,98.12
06037620601,06,037,620601,1400000US06037620601,Census Tract 6206.01,,1349,1280,1059,613,374,141,61,94.89,78.5,45.44,27.72,10.45,4.52,1349,472,141,34.99,10.45,6157,283,69,145,183,423,5054,4.6,1.12,2.36,2.97,6.87,82.09,2982,208,2774,6.98,93.02,99,34,65,34.34,65.66,46,11,35,23.91,76.09,1860,23,1837,1.24,98.76,0,0,0,,,248,152,96,61.29,38.71,922,69,853,7.48,92.52,987,195,792,19.76,80.24
06037620602,06,037,620602,1400000US06037620602,Census Tract 6206.02,,514,491,293,204,138,46,0,95.53,57,39.69,26.85,8.95,0,514,158,46,30.74,8.95,5846,222,55,50,131,584,4804,3.8,0.94,0.86,2.24,9.99,82.18,3599,199,3400,5.53,94.47,0,0,0,,,67,35,32,52.24,47.76,927,0,927,0,100,50,5,45,10,90,123,0,123,0,100,1080,88,992,8.15,91.85,496,19,477,3.83,96.17
06037620701,06,037,620701,1400000US06037620701,Census Tract 6207.01,,1369,1215,842,553,483,299,35,88.75,61.5,40.39,35.28,21.84,2.56,1369,254,299,18.55,21.84,7112,102,67,46,170,61,6666,1.43,0.94,0.65,2.39,0.86,93.73,4256,122,4134,2.87,97.13,228,15,213,6.58,93.42,54,0,54,0,100,1366,0,1366,0,100,0,0,0,,,172,66,106,38.37,61.63,1036,12,1024,1.16,98.84,1038,78,960,7.51,92.49
06037620703,06,037,620703,1400000US06037620703,Census Tract 6207.03,,254,254,113,23,9,9,0,100,44.49,9.06,3.54,3.54,0,254,14,9,5.51,3.54,3637,39,0,12,11,0,3575,1.07,0,0.33,0.3,0,98.3,2487,35,2452,1.41,98.59,24,0,24,0,100,23,0,23,0,100,458,0,458,0,100,0,0,0,,,89,0,89,0,100,556,16,540,2.88,97.12,443,16,427,3.61,96.39
06037620704,06,037,620704,1400000US06037620704,Census Tract 6207.04,,353,319,255,132,98,35,0,90.37,72.24,37.39,27.76,9.92,0,353,97,35,27.48,9.92,3817,70,9,22,47,0,3669,1.83,0.24,0.58,1.23,0,96.12,2342,65,2277,2.78,97.22,0,0,0,,,5,5,0,100,0,914,0,914,0,100,0,0,0,,,72,0,72,0,100,484,31,453,6.4,93.6,341,0,341,0,100
06037620801,06,037,620801,1400000US06037620801,Census Tract 6208.01,,169,70,57,23,23,16,88,41.42,33.73,13.61,13.61,9.47,52.07,169,7,16,4.14,9.47,3951,95,29,8,38,56,3725,2.4,0.73,0.2,0.96,1.42,94.28,2512,39,2473,1.55,98.45,25,4,21,16,84,0,0,0,,,995,77,918,7.74,92.26,0,0,0,,,34,12,22,35.29,64.71,385,0,385,0,100,205,12,193,5.85,94.15
06037620802,06,037,620802,1400000US06037620802,Census Tract 6208.02,,559,521,229,146,119,82,6,93.2,40.97,26.12,21.29,14.67,1.07,559,64,82,11.45,14.67,3479,44,74,0,90,2,3269,1.26,2.13,0,2.59,0.06,93.96,2602,50,2552,1.92,98.08,78,0,78,0,100,36,36,0,100,0,370,0,370,0,100,23,0,23,0,100,101,14,87,13.86,86.14,269,18,251,6.69,93.31,317,17,300,5.36,94.64
06037620901,06,037,620901,1400000US06037620901,Census Tract 6209.01,,147,111,81,60,52,52,27,75.51,55.1,40.82,35.37,35.37,18.37,147,8,52,5.44,35.37,2677,69,36,0,42,62,2468,2.58,1.34,0,1.57,2.32,92.19,1775,65,1710,3.66,96.34,13,0,13,0,100,0,0,0,,,311,18,293,5.79,94.21,0,0,0,,,30,0,30,0,100,548,22,526,4.01,95.99,394,22,372,5.58,94.42
06037620904,06,037,620904,1400000US06037620904,Census Tract 6209.04,,443,334,168,97,43,34,78,75.4,37.92,21.9,9.71,7.67,17.61,443,63,34,14.22,7.67,2782,188,9,12,0,0,2573,6.76,0.32,0.43,0,0,92.49,2537,197,2340,7.77,92.23,0,0,0,,,0,0,0,,,50,0,50,0,100,0,0,0,,,12,12,0,100,0,183,0,183,0,100,103,12,91,11.65,88.35
06037621001,06,037,621001,1400000US06037621001,Census Tract 6210.01,,815,734,575,479,356,187,39,90.06,70.55,58.77,43.68,22.94,4.79,815,292,187,35.83,22.94,4546,180,140,49,217,18,3942,3.96,3.08,1.08,4.77,0.4,86.71,3317,288,3029,8.68,91.32,0,0,0,,,0,0,0,,,367,29,338,7.9,92.1,0,0,0,,,203,11,192,5.42,94.58,659,41,618,6.22,93.78,440,33,407,7.5,92.5
06037621005,06,037,621005,1400000US06037621005,Census Tract 6210.05,,1213,947,773,471,299,247,155,78.07,63.73,38.83,24.65,20.36,12.78,1213,224,247,18.47,20.36,4729,135,4,30,127,129,4304,2.85,0.08,0.63,2.69,2.73,91.01,4102,161,3941,3.92,96.08,18,0,18,0,100,18,0,18,0,100,158,0,158,0,100,0,0,0,,,34,8,26,23.53,76.47,399,0,399,0,100,278,8,270,2.88,97.12
06037621102,06,037,621102,1400000US06037621102,Census Tract 6211.02,,464,422,276,97,30,16,0,90.95,59.48,20.91,6.47,3.45,0,464,81,16,17.46,3.45,3369,127,0,57,74,25,3086,3.77,0,1.69,2.2,0.74,91.6,2338,40,2298,1.71,98.29,41,0,41,0,100,0,0,0,,,362,0,362,0,100,8,0,8,0,100,73,25,48,34.25,65.75,547,119,428,21.76,78.24,331,126,205,38.07,61.93
06037621104,06,037,621104,1400000US06037621104,Census Tract 6211.04,,1903,1675,1327,711,446,260,40,88.02,69.73,37.36,23.44,13.66,2.1,1903,451,260,23.7,13.66,6557,220,64,16,147,541,5569,3.36,0.98,0.24,2.24,8.25,84.93,4593,74,4519,1.61,98.39,46,0,46,0,100,0,0,0,,,541,226,315,41.77,58.23,0,0,0,,,174,0,174,0,100,1203,0,1203,0,100,825,22,803,2.67,97.33
06037621201,06,037,621201,1400000US06037621201,Census Tract 6212.01,,1331,1182,941,602,437,241,0,88.81,70.7,45.23,32.83,18.11,0,1331,361,241,27.12,18.11,6976,232,127,48,280,185,6104,3.33,1.82,0.69,4.01,2.65,87.5,4681,215,4466,4.59,95.41,283,24,259,8.48,91.52,0,0,0,,,771,0,771,0,100,29,0,29,0,100,238,96,142,40.34,59.66,974,72,902,7.39,92.61,1148,168,980,14.63,85.37
06037621204,06,037,621204,1400000US06037621204,Census Tract 6212.04,,1205,1076,935,708,432,262,66,89.29,77.59,58.76,35.85,21.74,5.48,1205,446,262,37.01,21.74,2729,70,29,25,113,124,2368,2.57,1.06,0.92,4.14,4.54,86.77,1786,84,1702,4.7,95.3,123,0,123,0,100,14,0,14,0,100,547,6,541,1.1,98.9,0,0,0,,,74,34,40,45.95,54.05,185,0,185,0,100,244,34,210,13.93,86.07
